,name,B1,C5,CL30.7,E6,ESC,JTG,start,end,seqnames
38,Gm14539,0.413103319,0.407528148,0.418890475,0.604447969,0.679859542,0.609483267,20581141,20581314,chrX
39,Ndufb11,0.452844803,0.435375648,0.024441936,0.441294821,0.507224769,0.436913123,20615326,20617619,chrX
40,Rbm10,0.568181818,0.552083333,0.022364528,0.395116807,0.466501241,0.323293173,20617503,20650901,chrX
41,Uba1,0.448303734,0.430645631,0.416379993,0.457996076,0.531123946,0.448487323,20658326,20683179,chrX
42,Cdk16,0.462254876,0.439487842,0.000739623,0.439445229,0.504203561,0.417575319,20687954,20699880,chrX
43,Usp11,0.409770248,0.387272304,0.000185557,0.444982962,0.42302726,0.417750959,20703906,20720539,chrX
44,Araf,0.381796698,0.363605035,0.445119461,0.470364231,0.508657073,0.382436911,20797814,20860519,chrX
45,Timp1,0,0,0.421428571,0.002136752,0.589436817,0.019125683,20870166,20874735,chrX
46,Cfp,0.382163035,0.037639153,0.272557403,0.26877157,0.410259427,0,20925454,20931555,chrX
47,Elk1,0.286910547,0.044568428,0.32143777,0.331863333,0.542947981,0,20933395,20950608,chrX
48,Uxt,0.329553785,0.1997765,0.343373016,0.362210339,0.578590769,0,20941722,20962017,chrX
49,A230072C01Rik,0.398814912,0.270827993,0.242782189,0.263862508,0.24229704,0.014232009,20961684,20986737,chrX
50,Dock11,0.31486698,0.362992271,0.003067485,0.008695652,0.349636378,0.007633588,35888832,36076562,chrX
51,Akap17b,0.434936031,0.000446828,0.000570776,0.458679199,0.500838169,0.002610512,36608314,36645395,chrX
52,Upf3b,0.37557594,0.053091398,0,0.442559363,0.511437908,0.32138536,37091678,37110322,chrX
53,Nkap,0.486099023,0.053020716,0.000834834,0.431349252,0.476187408,0.422222197,37126795,37150746,chrX
54,Lamp2,0.320128434,0.003589378,0.001630062,0.088001694,0.504828252,0.0019174,38401357,38456454,chrX
55,Cul4b,0.251096491,0.001811594,0,0.07078125,0.488572749,0.226490672,38533274,38576196,chrX
56,Ocrl,0.00216846,0.001054089,0.350660446,0.019766438,0.58620717,0.001232615,47912387,47965868,chrX
57,Apln,0.128262652,0.120291212,0.001420919,0.051233243,0.404378356,0.000973905,48025146,48034853,chrX
58,Zdhhc9,0.001343302,0.001430763,0.484563829,0.097822893,0.488410943,0.001862647,48171969,48208878,chrX
59,Utp14a,0.360320769,0.367146145,0.473423684,0.374935786,0.489627045,0.345817012,48256862,48282453,chrX
60,Bcorl1,0,0.00210084,0.22989943,0.012077295,0.498512867,0.003521127,48341358,48408049,chrX
61,Rbmx2,0.156126216,0.00093633,0.006212528,NA,0.571723477,0.004679991,48695004,48710723,chrX
62,Firre,0.005338887,0.003140246,0.230246155,0.209258943,0.812926295,0.220213781,50555744,50635321,chrX
63,Gm14639,0.65037594,0.407563025,0.808049536,0.26344086,0.35828877,0.505555556,56155528,56156393,chrX
64,Mmgt1,0.353700456,0.002837653,0.446414448,0.423285856,0.530806956,0.380141617,56585512,56598069,chrX
65,Slc9a6,0.142831606,0,0.36598211,0.294069387,0.529450389,0.258097469,56609757,56664230,chrX
66,Htatsf1,0.274918107,0.002760322,0.352284573,0.345544276,0.493922877,0.000428933,57053583,57067183,chrX
67,Rbmx,0.003186697,0.001606267,0.001358734,0.341856859,0.570964175,0.000609013,57383530,57393036,chrX
68,Gm5637,0.519163763,0.42688172,0.547727273,0.56357833,0.586544963,0.741910632,60045111,60046229,chrX
69,Gm8163,NA,0.058823529,0.489130435,0.243055556,0.75,0.552380952,60726389,60727448,chrX
70,Gm14680,0,0,0.328985507,0.573941562,0.795918367,0.210084034,62775585,62776685,chrX
71,Fmr1,0.18300133,0.000632111,0.43172234,0.250964442,0.506426894,0.219204058,68678541,68717963,chrX
72,Pnck,0,0,0.132575758,0.06462585,0.557238122,0,73655994,73660117,chrX
73,Slc6a8,0.203969979,0.004314064,0.253663722,0.273611683,0.589915641,0.004084967,73673150,73682502,chrX
74,Bcap31,0.368992735,0.029063021,0.441023103,0.448951706,0.552061212,0.000784265,73686178,73716175,chrX
75,Abcd1,0.357732037,0.01836489,0.360940313,0.44665272,0.548265442,0,73716597,73738534,chrX
76,Plxnb3,0.240322225,0,0.255533839,0.380986897,0.458333333,0,73757090,73772514,chrX
77,Srpk3,NA,0.029411765,0.181052441,0.267156713,0,0,73774405,73778925,chrX
78,Idh3g,0.454799614,0.018356111,0.422668698,0.45945475,0.538230844,9.44287063267233e-05,73778963,73786897,chrX
79,Ssr4,0.414457926,0.018824859,0.455656566,0.512754698,0.487340824,0,73787028,73790830,chrX
80,Pdzd4,0.149413962,0.001768992,0.002222222,0.335784455,0.651451519,0.00117096,73793359,73824969,chrX
81,Gm14817,0.541666667,0,0.369047619,NA,0.375,0,73795215,73797616,chrX
82,Arhgap4,0.621775026,0.447132616,0,0.541771797,0.536526367,0,73891442,73921870,chrX
83,Naa10,0.380344087,0.270715389,0.002030457,0.391285006,0.517801652,0,73916873,73921944,chrX
84,Renbp,0.062779406,0.03719697,0.033333333,0.862590025,0.497170321,0.008122585,73922121,73930850,chrX
85,Hcfc1,0.435297205,0.35091221,0.326145036,0.39714058,0.490935542,0.238597893,73942792,73966357,chrX
86,Irak1,0.416485733,0.05396926,0.004613798,0.007509329,0.527336919,0.001132374,74013914,74023918,chrX
87,Mecp2,0.47612646,0.439010935,0.38527033,0.422773385,0.478559331,0.011224848,74026592,74135363,chrX
88,Flna,0.465894917,0.435002179,0.00055342,0.456306637,0.563203984,0.0205546,74223461,74249820,chrX
89,Emd,0.481282365,0.468913405,0.000765479,0.475362601,0.502787614,0.044791534,74254687,74261548,chrX
90,Rpl10,0.21595032,0.158403899,0,0.779031459,0.813786141,0.6648492,74270812,74273135,chrX
91,Dnase1l1,0.566216216,0.429888084,0,0.276531493,0.461363636,0.022727273,74273217,74282337,chrX
92,Taz,0.42603926,0.458510592,0,0.518355508,0.522488038,0,74281912,74290151,chrX
93,Atp6ap1,0.482433217,0.525139387,0,0.426388889,0.684615385,0.355933891,74297097,74304721,chrX
94,Gdi1,0.479429374,0.450190704,0.002927856,0.471779581,0.5132982,0.276287696,74304998,74311862,chrX
95,Fam50a,0.481380375,0.477484481,0.001231527,0.479584727,0.504078266,0.002155172,74313033,74320149,chrX
96,Plxna3,0.441235758,0.4277188,0.001058648,0.469341674,0.525997682,0.000505051,74329066,74344689,chrX
97,Lage3,0.390343798,0.435899447,0.000645161,0.500319141,0.532621917,0.001631458,74351276,74353618,chrX
98,Ubl4,0.18835658,0.458511379,0.000670241,0.402995869,0.500795729,0.000595948,74365718,74373218,chrX
99,Slc10a3,0.02919708,0.409659668,0,NA,0.570955754,0,74369217,74373349,chrX
100,Fam3a,0.189080392,0.259210504,0,0.576927513,0.551944989,0,74384719,74393272,chrX
101,Ikbkg,0.484439961,0.489638497,0.002185754,0.444394728,0.499557467,0.001204132,74393290,74453854,chrX
102,G6pdx,0.472426797,0.453083202,0.310634354,0.456580981,0.589082513,0.000463822,74409483,74429194,chrX
103,Vbp1,0.300262816,0.267571328,0.000675907,0.287747732,0.547145735,0.231288638,75514299,75534942,chrX
104,Gm8822,0.76,0.622945831,0.539959169,0.36512928,0.436507937,0.317888563,81820384,81822730,chrX
105,Eif2s3x,0.830213162,0.833067517,0.263262432,0.140276626,0.18262979,0.144154074,94188707,94212862,chrX
106,Apoo,0,0.001206273,0.008064516,0.418727106,0.952786221,0,94367117,94417093,chrX
107,Eda2r,0.327901575,0.164907153,0.371532657,0.173284955,0.559994625,0.322813071,97333840,97377216,chrX
108,Yipf6,0.397636047,0.001326842,0.000249667,0.001067339,0.5059542,0.000696818,98936316,98949017,chrX
109,Igbp1,0.432725155,0.431039377,0.022089087,0.40769621,0.51756,0.399066002,100494291,100516125,chrX
110,Pdzd11,0.415538901,0.216583789,0.000512124,0.007373114,0.509317739,0.000645995,100622883,100626568,chrX
111,Kif4,0.439162684,0.256853766,0.000587062,0.009983688,0.492877467,0.000929316,100625737,100727214,chrX
112,Gdpd2,0.167451073,0.066578343,0.002098796,0.003501381,NA,0,100729873,100738895,chrX
113,Taf1,0.458317631,0.450464658,0.002674217,0.254068241,0.437993911,0.341738397,101532734,101601789,chrX
114,Ogt,0.456522579,0.448212703,0.001538905,NA,0.516261932,0.448497937,101640060,101684351,chrX
115,Pin4,0.047619048,NA,0.491071429,0.507936508,0.8,0.52972028,102119447,102127669,chrX
116,Ercc6l,NA,0.403462575,0.401444353,0.430499978,0.533843343,0.426445041,102141716,102157091,chrX
117,Rps4x,NA,0.374928348,0.000507575,0.414381004,0.572366898,0.483211772,102184941,102189394,chrX
118,Jpx,0.428657714,0.347547974,0.41535562,0.422933288,0,0.328621128,103493558,103506425,chrX
119,Gm9670,0.425,0.372222222,0.498930862,0.464285714,1,0.75,103506812,103507589,chrX
120,Ftx,0.433363238,0.351824579,0.295671869,0.353629977,0.672248804,0.201164021,103560907,103623754,chrX
121,RP23-423B1.6,NA,0.316532258,0.285,0.696428571,NA,0.25,103576426,103581101,chrX
122,5530601H04Rik,0.456495589,0.463037752,0.403541226,0.370967742,0.495342727,0.347862421,105037197,105079609,chrX
123,Pbdc1,0.30653877,0.355122312,0.519052433,0.532146463,0.539923507,0.479817568,105079756,105117090,chrX
124,Cox7b,0.046846847,0.155276064,0,0.287867975,0.455033999,0.03164557,106015700,106022450,chrX
125,Atp7a,0.316203049,0.326292385,0,0.036768348,0.266357206,0.001960784,106027276,106124926,chrX
126,Chm,0.094995799,0.208497156,0.349614835,0.289354469,0.56332783,0.109515657,113040593,113185517,chrX
127,Gm5648,0.697115385,0.678571429,0.038461538,NA,0.103942652,0.236263736,121334988,121336574,chrX
128,Mdm4-ps,NA,0.365942029,0.517676768,0.653439153,0.912878788,0.658653846,128261411,128267924,chrX
129,Cstf2,0.285262683,0.356871161,0,0.392110734,0.467309146,0,134059187,134086819,chrX
130,Trmt2b,0.414456233,0.564209402,0,0.221414258,0.377693966,0.005050505,134222339,134276984,chrX
131,Cenpi,0.376466393,0.439862265,0,0.399660787,0.471132857,0.001173709,134308084,134362639,chrX
132,Hnrnph2,0.578776645,0.742248062,0,0.075824176,0.097744361,0,134601179,134607060,chrX
133,Armcx5,0.34921363,0.349614837,0,0.386749418,0.497854465,0.001798561,135742733,135747322,chrX
134,Gprasp1,0.351124305,0.346382162,0.00085972,0.252941275,0.418811243,0.000642861,135742733,135803474,chrX
135,Morf4l2,0.210686164,0.218114262,0.410283424,0.046168456,0.36439199,0,136732942,136743690,chrX
136,BC065397,0.246011586,0.292775697,0.328966038,0.084487844,0.41344086,0,136741824,136803364,chrX
137,Plp1,0.225965883,0.30308616,0.23875671,0.048291546,0.341363102,0,136822671,136839733,chrX
138,Slc25a53,0.002774353,0.441705959,0,0.001369238,0.245973723,0.001340908,136981116,137038302,chrX
139,Fam199x,0.005356407,0.240812553,0.00172503,0.005697762,0.40462475,0,137049594,137082503,chrX
140,Rbm41,0.194980111,0.507207817,0.360361812,0.023881239,0.478395062,0.366564997,139889511,139998595,chrX
141,Psmd10,0.077084972,0.36104825,0.379061934,0.281730341,0.487302888,0.008285415,140948429,140956728,chrX
142,Atg4a,0.077292402,0.349007962,0.437865494,0.291085167,0.517661627,0.005969154,140956907,141164270,chrX
143,Kcne1l,0.508760576,0.516284199,0.001329532,0,0.5,0,142304752,142306294,chrX
144,Alg13,0.027854667,NA,0.001346865,0.32129701,0.586881182,0.352534371,144317812,144374450,chrX
145,Tmem29,0.022346369,0.056547619,0.351400862,0.426470588,0.708333333,0.263741135,150397773,150459154,chrX
146,3110067C02Rik,0.187055477,0.310185185,0.206280193,0.305107527,0.166666667,0.111111111,150463726,150466156,chrX
147,Fam120c,0.160843784,NA,0.000203998,0.002738145,0.458919585,0.000791139,151344175,151471842,chrX
148,Phf8,0.001683043,0.027255639,0.000867881,0.253061694,0.505858735,0.002943396,151520672,151633859,chrX
149,Huwe1,0.002031076,0.420369355,0.000701924,0.408601003,0.501343499,0.363973745,151800807,151935417,chrX
150,Hsd17b10,0.000647294,0.386693306,0.00114979,0.384064407,0.524146064,0.329445578,152001845,152004442,chrX
151,Ribc1,0.003267974,0.412255584,0,0.461032514,0.495059289,0.514520958,152004582,152016295,chrX
152,Smc1a,0.011232111,0.4336485,0.000371912,0.46677473,0.472269203,0.427648484,152016428,152062694,chrX
153,Iqsec2,0,0.315732977,0,0.302019953,0.551112288,0.056008012,152144268,152225236,chrX
154,Kdm5c,0.369350885,0.476470043,0.395667557,0.472386044,0.507851724,0.530488165,152233020,152274535,chrX
155,Kantr,0.001302083,NA,0.006269592,0.373239437,0.519141211,0,152298500,152327495,chrX
156,Tspyl2,0.002185026,0.355560216,0.000532933,0.387901861,0.571292552,0,152336852,152342425,chrX
157,Mageh1,0.001134752,0.014649883,0.007327222,0.185676537,0.513656353,0.00154497,153036166,153037575,chrX
158,9530051G07Rik,0,0.005395683,0.233739561,0.326212687,1,0.023076923,153037629,153072915,chrX
159,Foxr2,0,0,0.189285714,0.231707317,0.530153725,0,153118786,153132861,chrX
160,Ubqln2,0.441749432,0.430618457,0,0.015774155,0.241636542,0.000178126,153498227,153501570,chrX
161,Phex,0,0,0,0.216666667,0.5,0,157162075,157415312,chrX
162,Sms,0.001113646,0.005340483,0.001204954,0.322522923,0.503334991,0.001757356,157443855,157492287,chrX
163,Mbtps2,0.010399334,0.476569135,0.009819784,0.487799043,0.459313175,0.004921503,157535371,157598715,chrX
164,Eif1ax,0.002063025,0.188975398,0.001295848,0.309687717,0.469138342,0.001687473,159372178,159389928,chrX
165,A830080D01Rik,0.013864818,0.251559633,0.019985704,0.369401203,0.545483288,0.007993284,159526688,159593081,chrX
166,Phka2,0.008094645,0.011054597,0.42019736,NA,0.550159698,0,160502166,160598878,chrX
167,Cdkl5,0.000419111,0.00070373,0.385719253,0.004312991,0.5258017,0,160784308,160994702,chrX
168,Rbbp7,0.238318592,0.301627034,0.433790146,0.386080909,0.316920026,0.277534965,162760402,162779092,chrX
169,Txlng,0.333596895,0.35379083,0.500655014,0.475679348,0.494157848,0.443910256,162778919,162829454,chrX
170,Syap1,0.410433418,0.446923742,0.486670054,0.48472006,0.573030648,0.457030769,162857057,162888447,chrX
171,Ctps2,0.094664685,0.263839602,0.264097654,0.300382898,0.443348018,0,162901238,163032508,chrX
172,Ap1s2,0.019121921,0.016968007,0.300934643,NA,0.181084068,0.390094805,163909017,163933666,chrX
173,Zrsr2,0.411904528,0.41204481,0.477363,0.492969523,0.50221543,0.463662854,163935443,163958661,chrX
174,Car5b,0.043677664,0.065644971,0.01442176,0.240727715,0.406666667,0.021107114,163976822,164027997,chrX
175,Siah1b,0.408843179,0.45093854,0.385757368,0.390472852,0.433882408,0.388696655,164070705,164076493,chrX
176,Bmx,0,0.1,0.160714286,0.154761905,0,0.1,164192842,164258193,chrX
177,Figf,0,NA,0,0.394787645,0.524712644,0,164373378,164402650,chrX
178,Piga,0.20658011,0.41050417,0.387123918,0.425068886,0.381318048,0.001779359,164419793,164433916,chrX
179,Gemin8,0.240593049,0.53896513,0.62398426,0.637438333,0.547579135,0.612791503,166170454,166190512,chrX
180,Gpm6b,0.092021298,0.39522438,0.464676872,0.432505575,0.4,0.472803942,166238911,166388988,chrX
181,Ofd1,0.282263074,0.552759716,0.565510229,0.491251667,0.490297033,0.519153009,166390033,166440704,chrX
182,Trappc2,NA,0.374316207,0.72505989,0.635031464,0.59124652,0.65847275,166440574,166453140,chrX
183,Rab9,NA,0.511110997,0.000811392,0.481110759,0.514099351,0.003924153,166457253,166479867,chrX
184,Tceanc,NA,0.445403899,0.567167673,0.490211851,0.547825389,0.36651364,166499812,166518567,chrX
185,Tmsb4x,0.024488152,0.137263871,0.00409306,0.309530269,0.886127917,0,167207093,167209315,chrX
186,Hccs,0.34111791,0.423920873,0.000266738,0.451728259,0.525848984,0,169250193,169320372,chrX
187,Gm15246,NA,0.198412698,0,NA,0,0,169320622,169368190,chrX
188,BC022960,0.183585859,0.243083004,0,0.316196447,0.497391304,0,169368189,169370003,chrX
189,Mid1,0.036319616,0.040370201,0.18160315,0.075743847,0.27044151,NA,169685199,170005736,chrX
190,G530011O06Rik,0.734923246,0.572094692,0.223918761,NA,0,0.282193959,169975043,169978917,chrX
191,1110012L19Rik,0.000527983,0.001489576,0,0.000792393,0.478125771,0,70385877,70389417,chrX
192,2210013O21Rik,0.001302083,0.001176471,0.000777605,NA,0.479141725,0.005251116,153723590,153741920,chrX
193,2610002M06Rik,0.003590547,0.000725689,0.002812148,0.001355932,0.590612561,0.002545847,107782751,107816334,chrX
194,2810403D21Rik,0,0,0.009618826,0.020238095,0.416666667,0,108834478,108974906,chrX
195,4933407K13Rik,0.046168696,0.044672192,0.022937612,0.018527683,0.531494399,0.006035341,75706932,75764699,chrX
196,5330434G04Rik,0,0,0,0,NA,0.0625,105348282,105391776,chrX
197,6330419J24Rik,0,0,0,0,0.646860514,0,56374610,56377799,chrX
198,Abcb7,0,0.021246077,0.004248972,0.001472031,0.542533442,0,104280657,104413856,chrX
199,Acot9,0,0,0,0.001683502,0.600491378,0.001420455,155262443,155297654,chrX
200,Acsl4,0.009558789,0.081106863,0.00016372,0.098992391,0.420825618,0.000408497,142317993,142390535,chrX
201,Aff2,0,0.001248439,0.002994012,0.002680965,0.97,0,69360294,69868037,chrX
202,Aifm1,0,0.0125,0,0.043972332,0.622807018,0,48474944,48513563,chrX
203,Amer1,0.00204918,0,0.003838535,0.001422475,0.539950062,0.001168224,95420318,95444872,chrX
204,Ammecr1,0.001854141,0.008188586,0.009160446,0,0.417187975,0.006540484,142851146,142966728,chrX
205,Amot,0.000991865,0.001673871,0,0.001200768,0.441560413,0.000533618,145446425,145505181,chrX
206,Apex2,0.000488281,0,0.001958225,0.003289474,0.573773542,0.00105042,150519519,150589868,chrX
207,Ar,0,0,0,0,0.558333333,0,98149721,98323215,chrX
208,Arhgap6,0.009090909,0.001736111,0,0,0.7,0,168795099,169304435,chrX
209,Arhgef6,0,0,0,0.079217536,0.7,0,57231485,57338729,chrX
210,Arhgef9,0.00091131,0.001416484,0.000158781,0.000772798,0.5,0.001438196,95048935,95196821,chrX
211,Armcx1,0.01030833,0.013446446,0.000859851,0.000647389,0.477175742,0.00041425,134717963,134721917,chrX
212,Armcx2,0.002651843,0.001071524,0.000158755,0.001085032,0.500949172,0.000758849,134804145,134809221,chrX
213,Armcx3,0.002192982,0,0.000701058,0.000307503,0.347826087,0,134756595,134761455,chrX
214,Armcx4,0.001670864,0.035176008,0.000832697,0.002247808,0.546518716,0.000718047,134686519,134696757,chrX
215,Armcx6,0.00102459,0,0.000550661,0.001461988,0.443675889,0,134748461,134751417,chrX
216,Arxes1,0.001127122,0.0008259,0,0.006308472,0.558093671,0.000724638,136033367,136034946,chrX
217,Arxes2,0.000691055,0.001149563,0.000690608,0.019837089,0.485528822,0.000265957,135993824,135995355,chrX
218,Atp11c,0,0.003097437,0.001792894,0.000739645,0.511190476,0.002109705,60223290,60592698,chrX
219,Atrx,0.00030705,0.000693517,0.001402224,0.004118529,0.494693287,0.000713113,105797615,105929397,chrX
220,Awat2,0.1,NA,0,0.044117647,0.383152174,0,100402221,100442717,chrX
221,B630019K06Rik,0,0,0.000904159,0,0.449614891,0,8892382,8894964,chrX
222,BC023829,0.001936108,0,0.000769231,0.001534043,0.516983332,0,70459753,70477180,chrX
223,Bex2,0.001981572,0.001055888,0,0.001152907,0.576702256,0,136066564,136068236,chrX
224,Bhlhb9,0.00129817,0.00328768,0.000350817,0.000723761,0.502361736,0.00023753,135885851,135891081,chrX
225,Brcc3,0,0,0,0.001156069,0.564643249,0.001146789,75416628,75454001,chrX
226,Brwd3,0.004057267,0.003278116,0.00110011,0.003389831,0.545230769,0,108737016,108834372,chrX
227,C430049B03Rik,0.006556202,0.003289474,0,0,0.416666667,0.016666667,53055046,53057190,chrX
228,C77370,0.000786164,0,0,0,0.549575716,0,104077434,104201185,chrX
229,Capn6,0.000144425,0,0,0.002392344,0.520833333,0,143802231,143827414,chrX
230,Cask,0.000418249,0.002482388,0.001120778,0.00136629,0.508747362,0.000793388,13517080,13851367,chrX
231,Ccdc160,0,0,0.006756757,0,0.445469126,0,52791200,52799468,chrX
232,Cd99l2,0.000245098,0.000223714,0.001051773,0.001174168,0.667429957,0,71420060,71492849,chrX
233,Cetn2,0.002764575,0.000653595,0.00127551,0.018139829,0.541644077,0,72913532,72918411,chrX
234,Chic1,0,0,0.002245232,0.000510204,0.559091296,0,103356476,103396092,chrX
235,Chrdl1,0.001243781,0,0,0,0.5,0,143285674,143394262,chrX
236,Chst7,0.000199681,0.001541598,0.000423663,0.000165017,0.534092916,0.000183016,20059560,20097521,chrX
237,Cited1,0,0.015947702,0,0,0.745497881,0,102247381,102252181,chrX
238,Clcn5,0.001447171,0.001096491,0.000812348,0.000704375,0.534232823,0.00135008,7153810,7319358,chrX
239,Cnga2,0,0,0,0,NA,0,71991849,72010218,chrX
240,Col4a5,0.000853074,0.000259202,0.000622649,0.000336791,1,0.001180638,141475385,141689234,chrX
241,Col4a6,0.000600962,0.001672241,0,0.000163773,0.214285714,0.006185364,141165403,141474076,chrX
242,Dcx,0,0.000316376,0.002074689,0.005714286,NA,0,143855842,143933311,chrX
243,Ddx26b,0.000373134,0,0.000698649,0.00394966,0.471383817,0.002645503,56454857,56507843,chrX
244,Dgkk,0.001567398,0.004950495,0.00156552,0,0.44235589,0,6779306,6948363,chrX
245,Dkc1,0.00219748,0.001649007,0.000497018,0.056856032,0.394189547,0,75095854,75109777,chrX
246,Dlg3,0.002617801,0.002040816,0,0,0.641858335,0.002538071,100767722,100818410,chrX
247,Dmd,0,0.000293772,0.000449236,0.000272777,0.428110036,0.000972763,82948870,85206141,chrX
248,Drp2,0.01422152,0.032214885,0.004106776,NA,0.765384615,0.009345794,134404551,134456573,chrX
249,Eda,0.000931099,0,0.002136752,0.000770416,0.460361267,0,99975606,100400762,chrX
250,Efnb1,0,0,0,0,0.482325284,0,99136130,99148991,chrX
251,Elf4,0.08994709,NA,0,0,0.429848901,0,48411046,48463132,chrX
252,Enox2,0.002040816,0.00229992,0.002631579,0.001069519,0.536774629,0,49009707,49288259,chrX
253,Esx1,0,0,0,0.004201681,0.382746383,0,137115397,137122083,chrX
254,F8,0,0,0,0.021028701,0.761904762,0,75172715,75382615,chrX
255,F8a,0.003012048,0.001449275,0,0.002403846,0.607816234,0.006258017,73228291,73230795,chrX
256,Fam122b,0.000560538,0,0,0,0.584022331,0.00204387,53243415,53269805,chrX
257,Fancb,0.001968504,0.003112033,0,0.001754386,0.441022828,0,164980592,164997272,chrX
258,Fgd1,0,0,0.000356633,0.001106195,0.54176887,0.001400454,151046150,151089521,chrX
259,Fhl1,0.000569226,0.001052625,0,0.00161216,0.601239335,0.000371471,56731787,56793346,chrX
260,Foxo4,0.038003402,0.033375376,0,0,0.508374127,0,101254528,101260873,chrX
261,Frmpd3,0,0,0,0,0.571428571,0,140367494,140394540,chrX
262,Gab3,0.015151515,0.008064516,0.06641604,0,0.605555556,0.049819928,74966843,75085458,chrX
263,Gm1141,0,0,0,0.013513514,0.541958042,0,71928816,71940870,chrX
264,Gm14662,0,0,0,0,0.5,0,60893653,60898067,chrX
265,Gm14664,0,0,0,0,NA,0,61041741,61076068,chrX
266,Gm14827,0,0.006666667,0,0.09375,0.5,0,94442732,94447727,chrX
267,Gm15379,0,0,0,0,NA,0,75458812,75459459,chrX
268,Gm21986,0.045454545,0,0,0,0,0,101295839,101321348,chrX
269,Gm26618,0,0,0,0,0,0,6027056,6092269,chrX
270,Gm715,0,0.000534188,0.002879079,0,0.542708333,0,60548019,60548849,chrX
